base64,description,x,y
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACpJREFUCNdjYAABESBgEA0NDYEQImAxMMvFxYVBRFBQACqGqhgMENpAAABOIgh0l6JUOgAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a castle gate"",
    ""a dungeon entrance"",
    ""a fortified building"",
    ""a treasure chest"",
    ""a UI element for a stronghold""
  ]
}",19,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAClJREFUCNdjYAABESBgEA0NDYEQYABmsbi4uDAICgoKMCAAQjFCHZwLAEB0CCaSqaRUAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a stone altar"",
    ""a low stone wall"",
    ""a section of ruins"",
    ""a crafting table"",
    ""a loading screen element""
  ]
}",20,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACJJREFUCNdjYAAB0dDQEAYBEEsQxEIiwGJoBFwxWBuCAAEAWAsI7SblvBEAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a stone block with a recess"",
    ""a doorway or archway"",
    ""a table or altar"",
    ""a section of castle wall"",
    ""a UI element for a menu""
  ]
}",21,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAABhJREFUCNdjYAAB0dDQEAYEC0FgA3gVAwBKbQiZBymv3wAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a wooden signpost"",
    ""a set of shelves"",
    ""a section of a wall"",
    ""a loading screen element"",
    ""a simple banner""
  ]
}",22,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADdJREFUCNdjYAAD1tAQBoYAIIMRxGNhBHJZRIGEQCiIAMoxCIgACRGQBCtYA1gxSJYBTIANAAIAHTcHyXaIDboAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a crumbling stone arch"",
    ""a doorway to a dungeon"",
    ""a ruined building facade"",
    ""a cave mouth"",
    ""a decorative stone carving""
  ]
}",23,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACtJREFUCNdjYAADRgcgwRoAJERDgESIKFAo0NWBgdU1MICBVTQkACpBkAAAEKYHMe+LL4UAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a stone archway"",
    ""a castle gate"",
    ""a fountain structure"",
    ""a tall tombstone"",
    ""a magic portal frame""
  ]
}",24,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAABBJREFUCNdjYBANYWCgHgEABOcGkd3VFp8AAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a stone pillar"",
    ""a narrow doorway"",
    ""a spectral figure"",
    ""a vertical energy beam"",
    ""a UI divider line""
  ]
}",25,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAABVJREFUCNdjYBANYWAghmANYCACAADQggOeWin0LwAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a narrow waterfall"",
    ""a stone pillar"",
    ""a magical energy beam"",
    ""a dark cave opening"",
    ""a UI element: health bar segment""
  ]
}",26,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAB5JREFUCNdjYBANYWAghmBxARKCAjAWGCBYYAkgAADgMQRjiwj2hQAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a small fountain"",
    ""a cluster of mushrooms"",
    ""a dark potion"",
    ""a well opening"",
    ""a decorative pillar""
  ]
}",27,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAABlJREFUCNdjYMANQkMZGFjhhCgaEcKAjQAAvp8GUzm/U+gAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a castle corner"",
    ""a stone block"",
    ""a rough-hewn doorway"",
    ""a section of wall"",
    ""a UI panel corner""
  ]
}",28,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACBJREFUCNdjYMAFQh0YQxlCQ0SBBBCgEwwgzCAagk4AADyhCZ1DIHFFAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a small altar"",
    ""a stone fountain"",
    ""a simple grave"",
    ""a magical rune"",
    ""a UI element for rest""
  ]
}",29,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAABRJREFUCNdjYMAJREND8REhDNgIAMioBogyoUloAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a corner of a room"",
    ""a stone block"",
    ""a section of wall"",
    ""a dark doorway"",
    ""a UI panel corner""
  ]
}",30,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAABZJREFUCNdjYMAFQoEAN8EgGsKAjQAAWCQKBjv3pfkAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a doorway to a room"",
    ""a simple altar"",
    ""a T-shaped intersection"",
    ""a stone bridge section"",
    ""a UI element for a menu""
  ]
}",31,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPDys1////0lyLdwAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAC9JREFUCNdjYEAA0RAgIcACJEREgASLAIwAcx0YGRgYWQMcGBhFQ5AJsARELxAAAIXxBHXqRVHcAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a small potion bottle"",
    ""a vial of poison"",
    ""a magical oil lamp"",
    ""a blue mana flask"",
    ""a decorative urn""
  ]
}",32,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAC9JREFUCNdjYAADRgcgIRoCJARYgISICJBgEUAhwBKugUC1oiEOSASDAyNMLxAAAI6vBHWnDp+pAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a small oil lamp"",
    ""a potion bottle"",
    ""a decorative urn"",
    ""a magical artifact"",
    ""a treasure chest icon""
  ]
}",33,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAAC1JREFUCNdjYEADrAEwlmgIkBBgARIiIkDCgZGBgZE1wIGBUTQEmQBLQBQDAQCCeQR61soAzAAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a small oil lamp"",
    ""a potion bottle"",
    ""a treasure chest"",
    ""a spice jar"",
    ""a decorative urn""
  ]
}",34,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAABxJREFUCNdjYEADjA5AgjUAhQCLgQk0dWhiQAAAYeQCRQkNy54AAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a small shrine"",
    ""a single candle"",
    ""a mushroom"",
    ""a potion ingredient"",
    ""a status effect icon""
  ]
}",35,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACVJREFUCNdjYEAFjKGhDgysoaEBDKwhopgEQgLEAitmYHRA0g8AU0kIy3kUl6gAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a warning sign"",
    ""a quest marker"",
    ""an exclamation point icon"",
    ""a magical rune"",
    ""a notice board""
  ]
}",36,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACdJREFUCNdjYEADrAFAQjQESIiIgPggghHEZQRJMDrA1IFZCC4MAABj9AJk3l3FGgAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a question mark"",
    ""an unknown scroll"",
    ""a mysterious rune"",
    ""a hidden door"",
    ""a dialogue box icon""
  ]
}",37,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACxJREFUCNdjYEAFjKGhDgysoaEBDKwhokAikBVIhLLCuAgJEAusmIHRAUk/AE1UCKmapdhZAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a mysterious scroll"",
    ""an unidentified item"",
    ""a question mark signpost"",
    ""a magic rune"",
    ""a treasure chest icon""
  ]
}",38,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACxJREFUCNdjYEAA1gAgERrKwMAYwOrAwOjA6MDAysAQgE6AJcBKwIoh2mAAANmjBYMUyxB9AAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a magical rune"",
    ""a portal entrance"",
    ""a decorative floor tile"",
    ""a dark energy orb"",
    ""a spell effect icon""
  ]
}",39,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADNJREFUCNdjYIADRgdGBwbWANYABtYQ0QAGxtBQBwaG0FCgjGgIjABxwRJgJWDFYG1wAAA2LQfR/XUGmwAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""crossed bones"",
    ""a skull icon"",
    ""a poison symbol"",
    ""a dangerous area marker"",
    ""a stylized snowflake""
  ]
}",40,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAACFJREFUCNdjYIADxtBQBwZWBoYABhYGBgFiCLBisDY4AAB7IgMhOj819QAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a dark portal"",
    ""a framed painting"",
    ""a magic rune"",
    ""a window looking into darkness"",
    ""a UI panel background""
  ]
}",41,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADNJREFUCNdjYIADRtEQBwZWB8YABsYAVgcGlhBRAQYW0RAgwRoAI8BckARYCUQxSBscAAD/WQZztwkqTQAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a crossed bones symbol"",
    ""a magical barrier"",
    ""a stylized window"",
    ""a treasure chest lock"",
    ""a poison gas cloud""
  ]
}",42,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADFJREFUCNdjYAAD1gAgISICJARYoARriGgAg4hoiAiDAGsAC4QAc8ESCHUQbWADgAAAvCUEu2L6fTUAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a magical flower"",
    ""a healing symbol"",
    ""a four-way intersection"",
    ""a stylized compass rose"",
    ""a potion ingredient""
  ]
}",43,13
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPPS0G////9jCPPgAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwK3xTXLwAAADVJREFUCNdjYAAD1gAgISICJARdoARriGgAg4hoiAiDAGsAC4QAc8ESDAIsDFACrA1sABAAANpeBT1DH5kHAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a golden flower"",
    ""a magical rune"",
    ""a sun symbol"",
    ""a small shrine"",
    ""a power-up icon""
  ]
}",44,13
